,Fermi.name,Spectral.Index,Radio.flux.mJy.,flux_density,curve_significance,flux_100_300_mev,flux_0p3_1_gev,flux_10_100_gev,variability_index,Optical.Class
195,3FGL J0403.7-2442,2.3683,167.48,2.1555E-13,1.116,2.15718E-09,1.69673E-09,3.49337E-14,32.886356, fsrq 
196,3FGL J0403.9-3604,2.2729,1151.2089,2.3673E-10,10.169,1.44611E-07,3.81851E-08,1.87494E-11,2486.498291, fsrq 
197,3FGL J0405.5-1307,2.3458,4218.2505,9.0333E-13,0.283,7.99858E-09,2.07954E-09,2.02647E-11,89.210754, fsrq 
198,3FGL J0407.1-3825,2.3975,1169,6.4816E-12,2.827,2.75828E-08,7.64168E-09,2.05285E-11,242.12677, fsrq 
199,3FGL J0407.5+0740,2.5653,296.1767,3.5483E-12,0.328,2.19268E-08,2.8316E-09,3.14157E-11,43.9772, bll 
200,3FGL J0409.8-0358,2.0646,39.7826,3.0339E-13,2.328,3.0027E-09,2.12488E-09,5.62458E-11,59.466122, bll 
201,3FGL J0416.6-1850,2.3403,1248.7676,3.2179E-12,0.946,1.87598E-08,4.10783E-09,4.21862E-11,139.635529, fsrq 
202,3FGL J0416.8+0104,1.745,120.7102,2.7331E-14,0.064,1.62095E-10,1.39557E-09,9.93738E-11,55.848625, bll 
203,3FGL J0422.1-0642,2.4148,150.2223,1.5514E-12,2.026,8.28388E-09,2.57207E-09,1.33877E-11,53.484516, fsrq 
204,3FGL J0423.2-0119,2.2045,2726.4504,3.7006E-11,3.741,7.84155E-08,2.22712E-08,1.75971E-10,537.205444, fsrq 
205,3FGL J0424.7+0035,2.1979,493.5756,1.5205E-12,1.323,2.03203E-08,7.18592E-09,3.74288E-11,115.194427, bll 
206,3FGL J0425.0-5331,2.3352,260.8,1.2316E-12,0.254,1.24618E-08,2.65896E-09,1.46116E-11,67.547455, bll 
207,3FGL J0428.6-3756,1.9498,737.4763,4.2625E-11,4.952,1.22564E-07,4.78187E-08,1.04345E-09,2951.54541, bll 
208,3FGL J0430.2-2508,2.1933,107.2952,2.5093E-13,1.075,2.26292E-09,1.37738E-09,1.9681E-11,64.684181, bll 
209,3FGL J0433.6+2905,2.0211,399.4217,1.086E-12,1.99,2.21293E-08,1.0051E-08,3.07333E-10,207.348694, bll 
210,3FGL J0434.0-2010,2.1983,165.7937,4.5819E-13,2.801,6.63193E-13,1.63618E-09,9.83934E-12,60.772129, bll 
211,3FGL J0438.3-1258,2.106,367.503,8.133E-14,0.737,3.23881E-09,1.16871E-09,1.18234E-11,48.056889, fsrq 
212,3FGL J0438.8-4519,2.3914,950.9,2.1087E-12,2.329,1.35946E-08,3.55056E-09,1.87458E-11,59.870289, bll 
213,3FGL J0440.3-2500,1.7243,12.7422,7.6024E-15,2.32,7.84984E-11,7.20692E-15,9.04021E-12,35.135353, bll 
214,3FGL J0440.8+2751,1.9493,103.0656,3.1097E-14,0.797,6.15165E-09,2.19215E-09,5.45707E-11,49.385921, bll 
215,3FGL J0444.6-6012,1.975,53.9,4.2167E-14,0.317,6.20851E-09,1.86148E-10,3.76356E-11,44.532597, fsrq 
216,3FGL J0447.8-2119,2.5472,263.6699,1.2233E-12,1.173,7.56105E-09,1.68288E-09,1.47754E-15,44.030689, fsrq 
217,3FGL J0448.6-1632,1.8571,59.1384,1.2003E-13,0.592,2.11095E-09,1.50383E-09,8.84673E-11,56.120094, bll 
218,3FGL J0449.0+1121,2.2334,847.209,1.1707E-10,6.321,7.04875E-08,1.92434E-08,2.65478E-11,321.875336, fsrq 
219,3FGL J0449.4-4350,1.849,382.1,5.4495E-12,1.975,4.62471E-08,1.79043E-08,1.14692E-09,230.17334, bll 
220,3FGL J0453.2-2808,2.6301,2541.7356,2.8068E-11,3.559,4.77726E-08,9.50786E-09,6.8873E-12,234.350143, fsrq 
221,3FGL J0455.7-4617,2.5459,2874,1.7089E-11,2.649,4.19238E-08,8.35159E-09,1.95302E-11,143.768661, fsrq 
222,3FGL J0456.3-3131,2.5378,88.1141,2.5647E-12,1.72,9.24264E-09,2.34644E-09,3.2672E-16,87.565582, fsrq 
223,3FGL J0457.0-2324,2.0387,1727.0597,2.2301E-10,9.013,1.87568E-07,6.6316E-08,3.45459E-10,4466.606445, fsrq 
224,3FGL J0501.2-0157,2.4137,2264.9404,1.3182E-11,3.49,4.65389E-08,1.07764E-08,3.90745E-11,480.805389, fsrq 
225,3FGL J0502.5+0612,2.7059,915.3541,1.5733E-12,1.058,1.23983E-08,3.68808E-09,2.09938E-14,46.464176, fsrq 
226,3FGL J0503.5+6538,2.2102,78.3011,5.8154E-14,1.177,5.94778E-09,6.78745E-10,3.89592E-11,43.488277, bll 
227,3FGL J0505.3-0422,2.2568,268,3.1526E-13,3.353,5.56674E-09,2.31556E-09,6.66923E-12,41.669853, fsrq 
228,3FGL J0505.3+0459,2.4631,987.05,5.4991E-12,5.536,4.90463E-08,1.40594E-08,3.90137E-11,656.997864, fsrq 
229,3FGL J0505.5+0416,1.9056,168.1207,2.7564E-14,1.331,1.34073E-10,3.57834E-10,4.2587E-11,34.105141, bll 
230,3FGL J0505.9+6114,2.0084,22.3615,3.1029E-14,0.327,8.98808E-11,1.57292E-09,2.8956E-11,49.133991, bll 
231,3FGL J0508.0+6736,1.5228,26.367,6.873E-14,0.784,3.01157E-09,2.80829E-09,5.6014E-10,77.94445, bll 
232,3FGL J0509.3+1012,2.56,465.3893,3.6165E-12,0.918,2.43402E-08,3.59738E-09,1.78419E-11,70.941277, fsrq 
233,3FGL J0509.4+0541,2.0371,536.54,3.244E-12,1.447,4.22222E-08,1.6469E-08,4.59638E-10,285.297028, bll 
234,3FGL J0509.7-0400,1.6489,71.1976,3.4442E-15,0.893,3.31976E-11,1.70378E-10,4.5674E-11,26.155283, bll 
235,3FGL J0510.0+1802,2.4095,704.8447,2.3276E-12,1.946,2.58998E-08,5.52454E-09,2.25045E-11,114.789299, fsrq 
236,3FGL J0515.8+1526,2.0688,26.9206,3.4837E-13,0.311,1.55988E-08,4.03772E-09,1.38395E-10,56.568375, bll 
237,3FGL J0516.3+7351,1.9662,57.935,4.2078E-14,3.255,6.57453E-09,1.31935E-09,4.8545E-11,51.584145, bll 
238,3FGL J0516.7-6207,2.1454,414.8,2.6863E-12,1.982,2.12775E-08,8.47085E-09,1.21578E-10,134.751022, bll 
239,3FGL J0521.4-1740,2.4292,459.0146,1.4436E-12,0.215,8.99295E-09,2.45818E-09,2.10908E-11,47.146, fsrq 
240,3FGL J0525.3-4558,2.2016,2063,8.7925E-14,1.797,4.57751E-09,8.63233E-10,5.40596E-12,47.098438, fsrq 
241,3FGL J0526.2-4829,2.2882,382.7,1.1894E-12,1.361,1.92937E-08,5.00036E-09,4.55421E-11,205.768875, fsrq 
242,3FGL J0529.2-5917,2.3749,20,2.0801E-13,0.652,6.54447E-09,9.33888E-10,2.47333E-11,40.40081, bll 
243,3FGL J0530.8+1330,2.2459,1556.7921,9.4626E-11,6.438,8.42712E-08,2.15288E-08,1.6012E-11,509.325806, fsrq 
244,3FGL J0532.7+0732,2.203,2729.332,4.7389E-11,4.482,7.89653E-08,2.34026E-08,1.40741E-10,810.652527, fsrq 
245,3FGL J0533.6-8323,2.296,85.8,1.1964E-12,0.809,7.75001E-09,3.47295E-09,5.34604E-11,144.790558, fsrq 
246,3FGL J0538.8-4405,1.9324,3524,1.825E-10,4.96,2.15658E-07,8.54082E-08,1.75203E-09,2733.407715, bll 
247,3FGL J0540.0-2837,2.7787,862.6623,2.1679E-11,2.516,3.64818E-08,6.65628E-09,1.4656E-11,179.797562, fsrq 
248,3FGL J0540.4+5823,2.0041,29.9421,1.0745E-13,2.554,1.56694E-08,1.47424E-09,8.66024E-11,51.244606, bll 
249,3FGL J0540.5-5416,2.6284,382.3,9.9703E-12,2.183,2.33415E-08,4.04015E-09,5.2221E-16,252.612366, fsrq 
250,3FGL J0543.9-5531,1.7673,43.4,1.5918E-13,1.192,1.85596E-10,2.04526E-09,2.49543E-10,71.206573, bll 
251,3FGL J0550.6-3217,1.6148,344.7526,7.9757E-15,0.523,1.32529E-09,1.8146E-10,3.92054E-11,48.438519, bll 
252,3FGL J0556.0-4353,2.2015,28.3,2.0332E-13,0.727,1.89165E-09,1.36429E-09,2.91805E-11,55.840164, bll 
253,3FGL J0558.1-3838,1.9604,105.7768,8.9414E-14,0.262,8.58223E-10,1.79176E-09,7.48895E-11,37.595669, bll 
254,3FGL J0558.6-7459,2.0545,242.8,1.4132E-13,1.791,6.81908E-11,1.61615E-09,4.59795E-11,49.742172, bll 
255,3FGL J0600.9-3943,2.8106,461.7516,7.0766E-12,1.225,2.17143E-08,2.97656E-09,8.08136E-16,44.715141, fsrq 
256,3FGL J0601.2-7036,2.1523,217.1,2.2042E-11,5.123,3.49347E-08,1.30567E-08,6.94052E-11,596.587952, fsrq 
257,3FGL J0604.1-4817,1.4376,32.3,2.7641E-15,0.992,5.62116E-11,2.278E-13,6.8887E-11,43.646404, bll 
258,3FGL J0607.4+4739,2.1476,380.5929,2.6833E-12,0.076,2.91299E-08,6.11392E-09,1.45067E-10,59.698605, bll 
259,3FGL J0608.0-0835,2.3727,1905.8192,5.9652E-12,1.887,2.82928E-08,9.91539E-09,5.38207E-11,211.286224, fsrq 
260,3FGL J0609.4-0248,1.8983,61.9646,6.5297E-14,1.313,6.00596E-09,1.94536E-09,1.18977E-10,58.876011, bll 
261,3FGL J0611.1-6100,2.7048,353.4,6.4585E-12,0.145,1.97342E-08,2.28359E-09,1.8463E-11,80.102448, fsrq 
262,3FGL J0612.8+4122,2.0253,248.3535,2.996E-12,2.074,2.60902E-08,1.10451E-08,3.99387E-10,105.360039, bll 
263,3FGL J0615.4-3116,2.3306,173.6141,5.5812E-13,0.117,1.44497E-08,1.6686E-09,2.72919E-11,57.822392, bll 
264,3FGL J0617.2+5701,2.041,463.1484,4.5643E-13,0.193,8.58572E-09,3.30143E-09,1.20224E-10,58.99728, bll 
265,3FGL J0617.6-1717,1.9362,364.4007,1.3858E-13,0.482,7.756E-09,1.75075E-09,1.41719E-10,64.69474, bll 
266,3FGL J0622.4-2606,1.9394,106.5392,2.1654E-13,0.634,9.56967E-09,2.39749E-09,1.63109E-10,91.893578, bll 
267,3FGL J0625.2+4440,2.0463,122.8306,1.8474E-13,1.022,8.44131E-09,1.86419E-09,8.11291E-11,52.788898, bll 
268,3FGL J0626.0-5436,2.9208,282.3,1.4638E-11,1.32,2.00954E-08,1.82383E-09,2.75419E-15,68.157799, fsrq 
269,3FGL J0629.0-6248,2.2291,528,3.9836E-13,1.255,7.46433E-09,1.63663E-09,5.35352E-11,48.555092, bll 
270,3FGL J0629.4-1959,2.1824,677.0253,5.1811E-12,2.479,3.34039E-08,1.10841E-08,1.68873E-10,339.197815, bll 
271,3FGL J0630.9-2406,1.8094,105.8231,5.1799E-13,2.119,8.94586E-09,5.79878E-09,5.06127E-10,63.301678, bll 
272,3FGL J0635.7-7517,2.71,5377,2.5123E-11,2.037,4.52373E-08,7.67876E-09,4.23151E-15,346.791779, fsrq 
273,3FGL J0638.6+7324,2.6406,903.6968,4.3748E-12,0.761,1.50401E-08,2.67852E-09,1.44045E-15,120.977356, fsrq 
274,3FGL J0648.1-3045,2.5566,898.5621,9.0989E-12,0.893,2.96742E-08,5.40468E-09,2.56332E-11,405.910828, fsrq 
275,3FGL J0650.7+2503,1.7208,96.7882,1.7628E-13,0.618,5.49586E-09,2.94076E-09,3.32619E-10,63.845619, bll 
276,3FGL J0654.4+4514,2.2873,382.9291,1.0003E-11,2.452,3.84894E-08,1.16782E-08,9.50415E-11,1193.211914, fsrq 
277,3FGL J0654.4+5042,1.9406,197.9588,3.1315E-12,4.093,9.71033E-09,4.84124E-09,6.6494E-11,251.533279, fsrq 
278,3FGL J0656.4+4232,2.0763,933.715,1.9326E-13,0.953,7.18696E-09,2.04404E-09,3.9711E-11,43.822147, bll 
279,3FGL J0700.6-6610,2.0669,294.5,2.0509E-12,3.255,1.90026E-08,8.80261E-09,1.46375E-10,113.449806, bll 
280,3FGL J0701.4-4634,2.269,477.4,1.4361E-11,4.104,2.73979E-08,7.48485E-09,5.31143E-15,453.550995, fsrq 
281,3FGL J0706.5+3744,1.8899,27.4416,1.8058E-13,0.308,4.95027E-09,2.17024E-09,1.4367E-10,48.04063, bll 
282,3FGL J0707.0+7741,2.0523,38.1383,8.165E-13,2.18,9.78302E-09,3.15518E-09,7.62963E-11,147.272156, bll 
283,3FGL J0707.2+6101,2.8132,425.1995,6.8033E-12,0.644,9.88213E-09,1.55804E-09,1.00321E-15,50.495155, bll 
284,3FGL J0710.3+5908,1.661,159.2902,2.6457E-14,1.141,3.73272E-09,8.79147E-10,1.39074E-10,55.542213, bll 
285,3FGL J0710.5+4732,2.6476,1019.4137,7.7121E-12,1.69,1.73911E-08,3.27772E-09,2.90723E-12,89.43766, bll 
286,3FGL J0712.6+5033,2.1361,189.4604,1.1254E-12,0.875,1.24738E-08,3.92324E-09,8.844E-11,96.442879, bll 
287,3FGL J0718.7-4319,1.8663,85,4.7765E-13,3.302,6.16266E-09,3.53218E-09,2.50587E-10,38.124344, bll 
288,3FGL J0719.3+3307,1.9953,226.1449,2.9142E-11,5.067,5.0854E-08,1.82178E-08,2.32926E-10,737.102966, fsrq 
289,3FGL J0721.9+7120,1.9478,727.3043,1.2516E-10,4.09,1.48365E-07,5.50779E-08,1.20377E-09,1818.041748, bll 
290,3FGL J0724.1+2857,2.5944,38.2341,3.7102E-12,0.391,1.4711E-08,2.1228E-09,3.1665E-16,115.744568, fsrq 
291,3FGL J0725.2+1425,2.0947,1067.2598,6.1872E-11,4.62,8.08621E-08,2.43822E-08,2.43019E-10,2454.623535, fsrq 
292,3FGL J0726.6-4727,2.464,492,4.6264E-12,2.771,2.25812E-08,6.31203E-09,4.89361E-12,93.096756, fsrq 
293,3FGL J0730.5+3307,2.1172,9.2999,1.3971E-13,0.386,1.18913E-09,1.9123E-09,4.27591E-11,43.583347, bll 
294,3FGL J0733.8+4108,2.2221,24.2741,1.8845E-13,1.033,7.92252E-09,4.4486E-10,3.75857E-11,38.268501, bll 
295,3FGL J0733.8+5021,2.5038,770.1669,1.5169E-12,0.332,1.41171E-08,2.02253E-09,1.38963E-11,113.60289, fsrq 
296,3FGL J0738.1+1741,2.0064,2258.2659,3.9848E-12,1.898,3.37601E-08,1.31682E-08,4.96712E-10,130.197968, bll 
297,3FGL J0739.4+0137,2.2454,1964.9073,7.506E-11,5.413,5.82053E-08,1.63873E-08,1.78812E-11,277.067871, fsrq 
298,3FGL J0742.6+5444,2.1307,281.6328,3.539E-11,4.412,5.32981E-08,1.62806E-08,1.11095E-10,2198.490723, fsrq 
299,3FGL J0744.3+7434,1.9692,23.4149,9.8133E-14,1.491,9.05399E-09,1.666E-09,8.60718E-11,67.565552, bll 
300,3FGL J0746.4+2540,2.9642,427.0859,2.3836E-11,0.275,2.70844E-08,3.42878E-09,1.25355E-15,89.745461, fsrq 
301,3FGL J0747.4+0904,2.0663,40.4344,8.7159E-14,1.785,1.1554E-09,4.6514E-10,1.95467E-11,34.315964, bll 
302,3FGL J0748.3+2401,2.1563,958.0938,2.0212E-13,0.354,5.36171E-09,1.64969E-09,5.77379E-11,126.413437, fsrq 
303,3FGL J0750.6+1232,2.4112,1486.9797,1.5186E-12,2.329,1.36058E-08,5.46318E-09,2.12872E-11,125.744499, fsrq 
304,3FGL J0753.1+5353,2.1059,803.8206,4.1171E-13,0.901,5.10187E-09,2.90262E-09,6.89394E-11,71.566887, bll 
305,3FGL J0754.8+4824,2.1427,265.061,7.267E-13,1.139,1.08885E-08,3.3571E-09,5.61188E-11,56.408211, bll 
306,3FGL J0757.0+0956,2.1819,957.043,1.8401E-12,2.382,2.5354E-08,5.92539E-09,8.23496E-11,119.579102, bll 
307,3FGL J0758.1+1130,2.1647,468.4612,9.8029E-14,2.059,3.47202E-10,1.09044E-09,7.5798E-12,44.035717, fsrq 
308,3FGL J0758.9+2705,2.1324,54.251,2.188E-13,2.209,5.33715E-09,8.74551E-10,1.24883E-11,35.361931, bll 
309,3FGL J0800.9+4401,2.3781,228.7809,7.9508E-13,1.744,4.99182E-09,1.62369E-09,6.61644E-12,55.316875, bll 
310,3FGL J0802.0+1005,2.1458,6.6728,8.038E-14,1.348,1.51911E-10,7.29595E-10,1.80934E-11,43.054852, bll 
311,3FGL J0805.2-0112,2.3398,473.7816,1.1325E-12,1.662,7.3668E-09,3.1733E-09,1.65202E-11,123.029495, fsrq 
312,3FGL J0805.4+6144,2.7484,829.1299,2.0626E-11,3.553,2.44567E-08,5.70825E-09,6.67882E-15,344.777863, fsrq 
313,3FGL J0805.4+7534,1.9177,52.721,3.3829E-13,0.19,6.30634E-09,2.68706E-09,1.87421E-10,95.445015, bll 
314,3FGL J0806.6+5933,1.8799,61.0507,2.0859E-14,0.077,4.3203E-09,3.48349E-12,4.28673E-11,43.380035, bll 
315,3FGL J0807.1-0541,2.0682,545.4691,5.7761E-13,2.77,2.65083E-09,3.97448E-09,7.04661E-11,94.555565, bll 
316,3FGL J0808.2-0751,1.9584,767,3.4463E-11,5.95,6.89578E-08,2.5732E-08,3.46734E-10,2137.506592, fsrq 
317,3FGL J0809.5+4045,2.6499,584.5585,1.6297E-12,0.351,7.45884E-09,1.44336E-09,3.36514E-15,67.205765, fsrq 
318,3FGL J0809.5+5342,2.4068,140.9715,8.0004E-13,1.139,5.46395E-09,1.87751E-09,1.7344E-11,88.674263, fsrq 
319,3FGL J0809.6+3456,1.669,223.5246,1.5035E-14,1.024,1.83418E-12,1.40229E-12,3.59473E-11,47.09277, bll 
320,3FGL J0809.8+5218,1.8761,182.9421,1.626E-12,1.141,2.60238E-08,7.5693E-09,5.45791E-10,485.152222, bll 
321,3FGL J0811.2-7529,1.9478,154.3,7.2276E-13,0.965,1.52865E-08,5.13833E-09,2.26536E-10,45.007011, bll 
322,3FGL J0811.3+0146,2.1585,599.5013,2.7237E-12,2.013,2.15485E-08,7.62803E-09,1.15957E-10,204.514801, bll 
323,3FGL J0812.0+0237,1.7199,123.4269,1.2386E-14,0.019,2.76458E-09,6.19808E-10,6.79502E-11,51.312996, bll 
324,3FGL J0812.9+5555,2.111,27.0102,4.9458E-14,0.93,2.89385E-09,7.58899E-10,2.08408E-11,35.458618, bll 
325,3FGL J0814.1-1012,2.0714,36.8656,3.7114E-13,1.183,1.85917E-08,3.50215E-09,1.00417E-10,75.449364, bll 
326,3FGL J0814.5+2943,1.9389,28.8321,3.2219E-14,1.849,2.02524E-09,3.45528E-11,1.67207E-11,39.001278, bll 
327,3FGL J0814.7+6428,2.2969,88.7846,2.1624E-12,0.107,2.46269E-08,6.59454E-09,9.37052E-11,147.644012, bll 
328,3FGL J0816.4-1311,1.7768,72.126,2.0386E-13,2.175,3.59845E-09,3.61983E-09,2.67568E-10,87.221947, bll 
329,3FGL J0816.5+2049,2.0312,38.8192,4.3814E-14,1.209,3.68813E-10,4.45815E-10,8.6702E-12,40.544792, bll 
330,3FGL J0816.7+5739,2.1128,100.0655,6.8425E-13,0.486,1.14221E-08,2.6381E-09,5.41579E-11,78.00148, bll 
331,3FGL J0817.8-0935,2.0436,467.6526,4.2687E-13,2.096,2.80862E-09,3.07828E-09,1.02183E-10,51.599464, bll 
332,3FGL J0818.2+4223,2.0061,1091.3367,1.9002E-11,4.176,4.8046E-08,1.66041E-08,2.34013E-10,221.722061, bll 
333,3FGL J0818.8+2751,2.4633,234.4567,7.7487E-13,0.632,5.93158E-09,1.39226E-09,7.41492E-16,24.746973, bll 
334,3FGL J0820.4+3640,2.2828,94.3828,2.9327E-13,0.216,4.62426E-09,1.7935E-09,2.34441E-11,45.588127, bll 
335,3FGL J0820.9-1258,2.2719,1096.6061,8.1727E-14,0.315,7.51325E-09,6.52807E-10,1.16234E-11,45.283028, bll 
336,3FGL J0822.9+4041,2.4888,344.9743,9.2338E-13,0.61,9.15816E-09,1.98623E-09,2.17938E-11,82.70723, fsrq 
337,3FGL J0824.1+2434,2.5178,261.9969,1.0661E-12,0.942,9.74252E-09,2.14931E-09,1.30492E-11,70.537216, fsrq 
338,3FGL J0824.9+5551,2.6063,1449.9734,7.0771E-12,1.143,1.74958E-08,4.30592E-09,9.83998E-12,223.42923, fsrq 
339,3FGL J0826.0+0307,2.0297,1400.7393,1.0526E-13,0.405,5.46557E-09,1.14948E-09,3.75831E-11,63.843903, bll 
340,3FGL J0828.5+5217,2.1311,278.8811,4.8164E-14,0.9,4.24414E-09,2.89389E-10,5.4786E-12,33.447041, fsrq 
341,3FGL J0829.3+0901,1.9475,334.5056,2.3757E-14,1.61,3.02605E-09,3.07728E-14,3.09327E-11,30.679615, fsrq 
342,3FGL J0830.7+2408,2.6269,739.2463,1.0166E-11,2.568,3.55989E-08,7.18417E-09,7.77378E-12,145.026901, fsrq 
343,3FGL J0831.9+0430,2.0969,1241.8719,1.9092E-11,4.113,3.03649E-08,1.25853E-08,9.28337E-11,420.700317, bll 
344,3FGL J0832.6+4914,2.3634,344.5103,2.3258E-13,0.763,1.39724E-09,1.13158E-09,7.05511E-12,40.309631, bll 
345,3FGL J0834.1+4223,2.4393,249.2511,1.8376E-12,0.276,1.50353E-08,2.89405E-09,1.77766E-11,57.929703, fsrq 
346,3FGL J0834.7+4403,2.2174,148.5808,1.1845E-13,0.086,4.47164E-09,4.50789E-10,1.70352E-11,56.640354, bll 
347,3FGL J0835.4+0930,2.289,81.0818,1.5358E-13,0.868,5.53648E-09,1.21133E-09,2.31734E-11,31.899916, bll 
348,3FGL J0836.5-2020,2.732,1971.1295,8.1283E-12,1.463,1.85372E-08,2.50223E-09,4.56872E-15,56.333038, fsrq 
349,3FGL J0839.5+0102,2.2376,422.3336,5.0382E-13,3.109,2.17162E-09,1.76486E-09,3.51858E-15,157.393021, fsrq 
350,3FGL J0839.6+1803,1.9043,410.7126,2.3828E-14,0.335,3.88588E-10,4.58578E-10,5.39663E-11,44.384418, bll 
351,3FGL J0839.6+3538,1.923,76.4717,6.5499E-14,1.236,1.82238E-09,7.3876E-10,3.15331E-11,42.146957, bll 
352,3FGL J0841.4+7053,2.6162,3823.8213,1.9032E-10,5.677,8.92943E-08,1.53617E-08,5.80528E-12,1446.308838, fsrq 
353,3FGL J0843.9+5311,2.2398,46.8683,2.7225E-13,1.043,6.68871E-09,1.19438E-09,5.56821E-15,44.340412, bll 
354,3FGL J0846.9-2336,2.0268,145.4304,3.4842E-13,0.531,9.73931E-09,2.60238E-09,1.57167E-10,64.834183, bll 
355,3FGL J0847.1+1134,1.7404,33.3437,2.7474E-14,0.386,2.0539E-12,6.69565E-10,8.09338E-11,44.896397, bll 
356,3FGL J0849.1+6607,2.0161,47.7396,1.0064E-13,1.178,2.74897E-09,1.15359E-09,2.81893E-11,68.248505, bll 
357,3FGL J0849.3+0458,1.9695,183.9137,9.184E-14,0.799,3.22522E-12,1.36448E-09,5.25287E-11,43.94693, bll 
358,3FGL J0850.2-1214,2.0756,323.7562,1.433E-11,4.149,3.15586E-08,1.13369E-08,7.94429E-11,912.341492, fsrq 
359,3FGL J0850.2+3500,1.9211,35.5151,2.5401E-14,0.759,2.41266E-09,1.93687E-10,1.76328E-11,36.395531, bll 
360,3FGL J0851.8+5531,2.3424,108.9651,4.5281E-13,0.161,6.57498E-09,9.83788E-10,5.28393E-12,69.229851, bll 
361,3FGL J0854.2+4408,1.8095,79.8664,9.6228E-15,1.639,1.45729E-09,1.07156E-13,1.34475E-11,37.191826, bll 
362,3FGL J0854.8+2006,2.1222,1512.3816,1.57E-11,3.457,5.39488E-08,1.90151E-08,2.42156E-10,1059.565063, bll 
363,3FGL J0856.5+2057,2.1859,205.6008,1.3836E-13,0.423,1.21946E-08,1.76445E-09,4.66521E-11,52.923965, bll 
364,3FGL J0856.7-1105,2.0504,475.6024,1.5179E-12,2.754,1.52673E-08,6.34996E-09,1.37631E-10,84.700516, bll 
365,3FGL J0859.1+6219,2.4324,22.2153,5.1072E-13,0.404,6.22386E-09,1.60845E-09,5.29287E-12,47.444717, bll 
366,3FGL J0902.4+2050,2.1018,59.33,5.6888E-13,1.835,5.90179E-09,3.08751E-09,8.29102E-11,101.82711, bll 
367,3FGL J0903.1+4649,2.6145,1755.4136,2.4068E-12,0.027,9.94129E-09,1.8849E-09,2.54146E-14,44.607418, fsrq 
368,3FGL J0904.9+2739,2.694,180.5998,1.6781E-12,0.213,9.68042E-09,1.30429E-09,6.7794E-12,38.287865, fsrq 
369,3FGL J0905.5+1358,1.8387,129.4415,1.463E-13,0.831,1.38975E-09,1.8313E-09,1.30404E-10,51.400631, bll 
370,3FGL J0906.3-0906,2.0055,73.8782,2.2319E-13,0.876,4.67532E-09,2.20557E-09,6.71777E-11,57.096531, bll 
371,3FGL J0909.0+2310,1.7227,47.353,2.1401E-14,0.173,4.2933E-09,8.89671E-10,9.32202E-11,73.043068, bll 
372,3FGL J0909.1+0121,2.4579,760.3021,6.9877E-12,5.906,7.44261E-08,1.79422E-08,1.79267E-11,452.627594, fsrq 
373,3FGL J0909.6+0157,2.5411,157.2723,1.13E-12,1.496,1.22311E-08,5.6097E-09,1.31578E-14,72.22261, bll 
374,3FGL J0909.8-0229,2.1013,625.4313,1.1015E-11,4.554,1.55695E-08,7.15816E-09,1.01188E-11,132.890289, fsrq 
375,3FGL J0910.5+3329,1.9842,105.7205,1.3833E-13,0.696,1.28154E-09,3.8252E-09,1.24197E-10,78.189339, bll 
376,3FGL J0910.7+3858,1.8821,10.4942,1.2091E-14,1.144,3.79244E-10,1.16647E-10,2.41062E-11,30.491964, bll 
377,3FGL J0910.9+2248,2.3482,108.8488,1.1673E-12,1.768,5.75812E-09,2.66075E-09,7.78418E-12,169.879288, fsrq 
378,3FGL J0912.4+2800,1.5402,4.365,3.9745E-15,2.285,6.65036E-14,5.28793E-10,7.13426E-11,48.459618, bll 
379,3FGL J0912.7+1556,1.3507,29.618,1.5904E-15,1.544,6.9654E-11,3.02321E-10,7.31646E-11,47.791248, bll 
380,3FGL J0912.9-2104,1.9414,329.4553,1.2437E-13,0.689,8.07885E-09,1.92376E-09,8.46519E-11,52.382286, bll 
381,3FGL J0915.8+2933,1.879,342.1185,5.1215E-13,0.717,9.35775E-09,3.5426E-09,2.3119E-10,56.400528, bll 
382,3FGL J0916.3+3857,2.3562,1005.4889,2.287E-13,1.722,5.19145E-11,1.20469E-09,6.8013E-12,50.368961, fsrq 
383,3FGL J0920.9+4442,2.1347,1017.7518,8.3562E-11,6.054,7.57197E-08,2.35742E-08,8.60185E-11,2048.547119, fsrq 
384,3FGL J0921.8+6215,2.4485,946.2728,5.7864E-12,2.117,2.09448E-08,5.61356E-09,1.95569E-11,187.95163, fsrq 
385,3FGL J0922.4-0529,2.1685,490.6341,4.0463E-13,1.098,4.96741E-09,1.13938E-09,3.53861E-11,64.080551, fsrq 
386,3FGL J0923.3+4127,2.2545,199.8469,1.0338E-12,1.644,7.86836E-09,3.0604E-09,2.99341E-11,105.024246, fsrq 
387,3FGL J0924.0+2816,2.6345,272.9502,3.0348E-12,0.437,1.17867E-08,2.26033E-09,1.39325E-11,159.975952, fsrq 
388,3FGL J0925.6+5959,1.6527,10.135,5.7635E-15,1.127,2.92707E-09,4.67476E-14,4.00247E-11,44.23613, bll 
389,3FGL J0925.7+3129,1.9976,383.2945,2.457E-14,0.853,1.58359E-09,5.28409E-10,1.13775E-11,43.725025, bll 
390,3FGL J0926.3+5409,2.0692,38.2144,4.0788E-14,0.638,1.76744E-09,8.5231E-10,1.20646E-11,52.935223, bll 
391,3FGL J0927.9-2037,2.3838,843.0514,1.2855E-12,1.588,8.3286E-09,3.12372E-09,1.51466E-11,144.893127, fsrq 
