,Fermi.name,Spectral.Index,Radio.flux.mJy.,flux_density,curve_significance,flux_100_300_mev,flux_0p3_1_gev,flux_10_100_gev,variability_index,Optical.Class
786,3FGL J1719.2+1744,2.0427,542.9573,6.2568E-13,0.47,1.09517E-08,3.57978E-09,1.46193E-10,480.603485, bll 
787,3FGL J1722.7+1014,2.2972,540.3618,2.1467E-12,0.489,2.26565E-08,7.55542E-09,1.01915E-10,141.008377, fsrq 
788,3FGL J1722.7+6104,2.8716,154.9534,3.5536E-12,1.638,1.25656E-08,1.65712E-09,1.00468E-15,61.57003, fsrq 
789,3FGL J1723.9+4004,2.4516,568.5132,6.3385E-12,3.318,2.58093E-08,5.68232E-09,2.34771E-15,287.507782, fsrq 
790,3FGL J1725.0+1152,1.8853,120.9295,3.8168E-13,2.577,3.40668E-08,5.63371E-09,4.62451E-10,79.88134, bll 
791,3FGL J1725.3+5853,2.1789,75.8357,1.6267E-13,0.457,3.74797E-09,1.13459E-09,2.02165E-11,69.433556, bll 
792,3FGL J1727.1+4531,2.3466,914.4741,3.8461E-11,3.804,3.59006E-08,7.98549E-09,4.87173E-15,276.07373, fsrq 
793,3FGL J1728.0+1217,2.379,346.4691,4.6459E-13,0.507,5.82724E-09,3.12622E-09,1.6313E-11,88.598648, fsrq 
794,3FGL J1728.3+5013,1.9599,201.2227,2.7272E-13,0.168,8.3427E-09,2.36675E-09,8.77259E-11,54.079659, bll 
795,3FGL J1728.5+0428,2.5942,682.7549,6.6634E-12,3.184,2.64324E-08,5.68634E-09,3.39226E-14,85.354073, fsrq 
796,3FGL J1730.5+0023,2.189,214.2019,2.2987E-12,2.836,2.37885E-08,7.93798E-09,1.05457E-10,301.921906, fsrq 
797,3FGL J1730.6+3711,2.0878,102.2022,1.548E-13,2.529,1.24332E-10,1.57588E-09,2.01658E-11,51.138855, bll 
798,3FGL J1733.0-1305,2.2447,5990.6113,3.7458E-11,3.765,8.65238E-08,2.32767E-08,1.35924E-10,1037.457275, fsrq 
799,3FGL J1734.3+3858,2.3128,797.0332,6.9296E-12,2.652,3.26365E-08,9.63294E-09,3.70615E-11,728.91925, fsrq 
800,3FGL J1739.4+4955,2.307,531.7315,2.6598E-12,0.892,1.88328E-08,4.70277E-09,5.88276E-11,426.536285, fsrq 
801,3FGL J1740.3+4736,1.9469,759.3967,2.3675E-14,0.35,7.10385E-11,4.8915E-10,2.73329E-11,47.588367, fsrq 
802,3FGL J1740.3+5211,2.4525,807.4349,1.0569E-11,2.552,3.19842E-08,8.74876E-09,5.21067E-11,641.47406, fsrq 
803,3FGL J1742.2+5947,2.3012,106.7219,3.0835E-13,0.835,1.11857E-08,1.1465E-09,2.88745E-11,67.280296, bll 
804,3FGL J1743.9+1934,1.7769,309.0722,4.3025E-14,1.573,2.02764E-09,6.43932E-10,6.88188E-11,38.273571, bll 
805,3FGL J1744.3-0353,2.2692,1411.4373,1.6809E-13,0.82,5.65953E-10,2.76933E-09,2.54146E-11,38.691525, fsrq 
806,3FGL J1745.4-0754,1.9184,1182.1263,5.9551E-14,0.444,1.19578E-08,1.32039E-09,9.93131E-11,43.147667, bll 
807,3FGL J1745.7+3952,1.6854,635.7676,2.7475E-15,1.754,4.31959E-09,7.40074E-10,4.69907E-11,38.66164, bll 
808,3FGL J1748.0+3405,2.389,190.0822,1.1119E-12,0.071,1.22983E-08,2.17911E-09,3.52311E-11,66.020668, fsrq 
809,3FGL J1748.6+7005,2.0644,735.6561,3.3667E-12,0.93,3.05147E-08,1.01482E-08,2.85887E-10,1085.771118, bll 
810,3FGL J1749.1+4322,2.2469,281.4604,1.6258E-12,0.197,1.45387E-08,3.87556E-09,3.971E-11,56.275082, bll 
811,3FGL J1751.5+0939,2.1184,623.1899,1.3929E-11,5.371,3.31896E-08,1.59588E-08,9.25485E-11,354.758484, bll 
812,3FGL J1754.1+3212,1.9014,64.3444,1.1615E-12,2.309,1.68839E-08,6.11626E-09,3.44675E-10,532.295715, bll 
813,3FGL J1754.3-6424,2.4587,185.3,9.8279E-13,1.361,1.09061E-08,2.0265E-09,1.70019E-11,59.714596, bll 
814,3FGL J1756.3+5523,1.9807,16.9365,4.6262E-14,1.607,3.73035E-09,1.68409E-09,6.41224E-11,34.972347, bll 
815,3FGL J1756.9+7032,1.7055,10.9181,2.7159E-15,0.52,9.95126E-09,4.5202E-10,2.80104E-11,35.938168, bll 
816,3FGL J1800.5+7827,2.2227,2223.6277,1.6944E-11,1.01,6.63294E-08,1.62069E-08,2.34705E-10,711.721924, bll 
817,3FGL J1801.5+4403,2.6951,727.0884,8.715E-12,0.748,1.99163E-08,3.46303E-09,3.54533E-15,83.75885, fsrq 
818,3FGL J1806.7+6949,2.234,1887.2229,5.6245E-12,2.748,3.26358E-08,1.20247E-08,1.37274E-10,208.914368, bll 
819,3FGL J1807.8-5011,2.4181,321.4,3.7344E-13,0.416,7.45977E-09,2.06115E-09,2.4697E-11,68.912781, fsrq 
820,3FGL J1808.0+4652,1.7276,64.8379,5.8489E-15,0.917,1.51578E-10,1.25695E-12,2.91806E-11,36.23798, bll 
821,3FGL J1809.4+2040,1.8826,52.4513,1.2587E-14,1.557,4.46216E-09,9.61018E-10,6.00085E-11,41.042919, bll 
822,3FGL J1809.7+2909,1.9056,81.9169,1.5289E-13,1.96,4.34794E-09,1.70726E-09,1.18447E-10,67.354385, bll 
823,3FGL J1810.8+1609,2.1072,33.6153,2.2567E-13,1.836,2.49769E-10,3.15183E-09,3.93584E-11,56.53693, bll 
824,3FGL J1813.6+0614,1.8756,190.3561,6.9748E-14,2.524,5.26575E-12,9.86854E-10,7.92732E-11,78.47261, bll 
825,3FGL J1813.6+3143,1.9109,191.9578,2.2208E-12,3.909,7.56325E-09,3.78026E-09,6.42185E-11,69.043991, bll 
826,3FGL J1818.6+0903,2.3673,74.6417,2.444E-12,0.403,2.26547E-08,5.65714E-09,5.74166E-11,78.765717, fsrq 
827,3FGL J1823.4+6857,2.2833,219.9423,6.5678E-13,0.054,1.30017E-08,2.81816E-09,1.66675E-11,46.26627, bll 
828,3FGL J1824.2+5649,2.46,1412.283,1.2531E-11,2.165,4.51555E-08,9.4812E-09,3.23851E-11,315.774078, bll 
829,3FGL J1829.4+5402,1.9316,25.9151,9.4501E-14,0.663,4.15374E-09,1.3368E-09,8.2755E-11,52.610268, bll 
830,3FGL J1829.8+1328,1.8706,95.3884,2.3007E-14,0.805,2.45476E-09,3.26451E-10,3.76045E-11,39.277317, bll 
831,3FGL J1832.4-5659,2.3138,213.4,1.245E-12,0,1.87527E-08,2.25419E-09,3.50835E-11,65.105255, bll 
832,3FGL J1836.3+3137,2.3464,37.8846,6.8306E-13,0.927,1.70401E-08,2.38723E-09,2.91987E-11,91.444229, bll 
833,3FGL J1838.8+4802,1.8061,30.1812,1.2018E-13,1.38,6.49752E-09,1.61286E-09,1.57322E-10,64.090645, bll 
834,3FGL J1841.7+3218,2.0577,22.0551,1.3489E-13,0.347,2.01627E-09,3.57221E-09,1.21922E-10,54.851883, bll 
835,3FGL J1844.1+5709,2.3874,161.7811,6.9896E-13,1.152,6.92875E-09,1.95488E-09,1.56932E-14,55.448563, bll 
836,3FGL J1848.4+3216,2.4115,516.7913,9.0011E-13,0.036,5.7953E-08,6.36364E-09,9.41822E-11,273.125366, fsrq 
837,3FGL J1848.9+4247,1.6634,22.0805,3.5232E-15,2.119,5.8492E-09,1.789E-10,6.57117E-11,35.81123, bll 
838,3FGL J1849.2+6705,2.1427,518.0343,2.2969E-11,4.722,5.1136E-08,1.78451E-08,1.42438E-10,2453.15918, fsrq 
839,3FGL J1849.4-4312,2.0721,91.1,3.9847E-13,2.254,5.55081E-09,3.14994E-09,4.63533E-11,68.624519, bll 
840,3FGL J1849.5+2751,2.3321,47.4782,7.9302E-13,2.932,2.39145E-09,3.15346E-09,5.83519E-12,47.526848, bll 
841,3FGL J1852.4+4856,2.3108,238.7886,5.1705E-12,0.428,2.64918E-08,7.25087E-09,9.75094E-11,364.664246, fsrq 
842,3FGL J1902.9-6745,2.5961,240.6,4.7296E-12,1.66,1.53457E-08,3.73262E-09,1.55888E-11,143.375107, fsrq 
843,3FGL J1903.2+5541,1.7164,260.9464,1.9338E-12,3.663,1.35807E-08,5.81632E-09,3.50982E-10,80.504448, bll 
844,3FGL J1911.2-2006,2.409,2714.2305,1.6643E-11,3.374,7.99654E-08,1.77522E-08,5.50819E-11,617.934509, fsrq 
845,3FGL J1912.9-8008,2.2383,1227,4.3169E-12,4.471,2.21849E-08,6.80879E-09,3.13056E-11,314.189819, fsrq 
846,3FGL J1917.7-1921,1.8718,481.7891,4.333E-13,1.815,8.40323E-09,5.59689E-09,3.17361E-10,72.867882, bll 
847,3FGL J1918.2-4110,1.6518,341.1,1.0263E-12,4.978,8.61752E-09,2.81728E-09,1.67696E-10,65.885719, bll 
848,3FGL J1921.9-1607,1.6154,96.3156,3.2286E-14,1.912,2.24946E-12,4.01048E-10,1.69962E-10,59.395061, bll 
849,3FGL J1923.5-2104,1.9979,3167.1858,1.3471E-11,6.442,3.20554E-08,1.42713E-08,4.65293E-11,1173.991577, fsrq 
850,3FGL J1924.8-2914,2.5026,13387,1.6748E-11,1.366,5.15257E-08,1.1215E-08,6.01304E-11,256.563843, fsrq 
851,3FGL J1926.8+6154,1.8642,22.5253,1.7418E-13,2.941,5.73868E-09,2.88302E-09,2.32462E-10,86.166412, bll 
852,3FGL J1927.7+6118,2.2673,534.6548,6.3628E-13,0.289,1.75919E-08,3.9601E-09,5.67331E-11,67.012642, bll 
853,3FGL J1932.6-4537,2.5159,792.3,2.545E-12,0.636,8.07775E-09,3.34679E-09,5.95707E-16,76.371506, fsrq 
854,3FGL J1936.9-4719,1.6411,92.9,2.2884E-14,1.273,4.0541E-09,3.44518E-10,1.40335E-10,62.485332, bll 
855,3FGL J1937.0-3956,2.6753,1002.6129,1.7818E-11,1.659,3.42873E-08,6.2167E-09,1.107E-11,116.37661, fsrq 
856,3FGL J1943.2-3510,2.5947,67.1135,4.3952E-12,0.872,1.1654E-08,3.25526E-09,1.21077E-15,44.617958, bll 
857,3FGL J1945.9-3115,2.3499,168.0127,1.5074E-12,0.078,1.96463E-08,3.36181E-09,3.99753E-11,47.445976, bll 
858,3FGL J1954.8-1122,2.2713,366.6996,2.6358E-12,3.4,3.02925E-08,7.54429E-09,4.78516E-11,210.387527, fsrq 
859,3FGL J1958.0-3847,2.2276,1493.8301,4.4942E-11,4.001,5.15066E-08,1.3379E-08,3.22715E-11,501.667358, fsrq 
860,3FGL J1958.2-3011,1.8188,128.5022,1.5688E-14,0.951,1.09966E-10,1.1891E-09,7.05371E-11,63.613956, bll 
861,3FGL J1959.1-4245,2.4715,163.3,9.2708E-12,2.754,2.83779E-08,7.9975E-09,2.01066E-12,381.270081, fsrq 
862,3FGL J2000.0+6509,1.8832,250.2388,1.4719E-12,1.042,2.60551E-08,1.11046E-08,7.17848E-10,158.373917, bll 
863,3FGL J2000.4-2926,2.6045,103.4375,4.7523E-12,0.71,2.28574E-08,2.57275E-09,4.16165E-11,44.642265, fsrq 
864,3FGL J2001.0-1750,2.3097,550.5932,3.4589E-12,0.673,2.86177E-08,7.83017E-09,8.18683E-11,192.745544, fsrq 
865,3FGL J2001.8+7041,2.0817,160.1297,1.0889E-13,1.651,6.48211E-12,1.81507E-09,5.36144E-11,40.16851, bll 
866,3FGL J2004.8+7003,1.9062,8.1293,3.8469E-14,1.068,7.98949E-09,1.48546E-09,1.02001E-10,71.824821, bll 
867,3FGL J2005.2+7752,2.2187,1060.7971,1.8197E-12,3.491,1.90517E-08,5.88932E-09,6.03003E-11,298.475159, bll 
868,3FGL J2006.0-2311,2.5039,302.5019,4.7276E-12,2.598,1.69994E-08,4.82729E-09,9.02259E-12,164.432724, fsrq 
869,3FGL J2009.3-4849,1.7734,1299,6.4417E-13,0.392,1.1654E-08,5.22013E-09,4.75359E-10,131.057266, bll 
870,3FGL J2014.3-0047,1.832,124.8559,4.9833E-14,1.458,2.26936E-10,1.45492E-09,5.99148E-11,73.857857, bll 
871,3FGL J2015.2-0138,2.1519,921.7772,4.522E-13,2.415,4.05663E-09,4.6437E-09,4.19097E-11,41.478832, bll 
872,3FGL J2016.4-0905,1.9846,75.6175,3.2756E-13,0.651,8.07752E-09,3.02097E-09,1.32105E-10,81.546638, bll 
873,3FGL J2021.9+0630,2.0563,61.5237,1.1777E-13,0.177,5.27323E-09,1.74102E-09,2.0004E-11,38.51112, bll 
874,3FGL J2022.2-4515,2.3458,138.2,1.1512E-12,1.397,8.40038E-09,2.47308E-09,1.63516E-11,56.034874, bll 
875,3FGL J2022.5+7612,2.3505,429.0263,2.1223E-12,0.91,2.66132E-08,4.6472E-09,4.04581E-11,66.594345, bll 
876,3FGL J2023.6-1139,1.9585,175.1134,2.5529E-13,3.219,1.79975E-09,1.96268E-09,5.34908E-11,62.824181, fsrq 
877,3FGL J2024.4-3254,2.789,887.0339,1.8971E-11,0.059,2.58279E-08,2.78704E-09,6.54898E-13,87.692482, fsrq 
878,3FGL J2025.6-0736,2.1816,1347.2672,5.3628E-11,7.457,8.90582E-08,3.05284E-08,6.94218E-11,1907.87439, fsrq 
879,3FGL J2030.2-0622,2.6407,244.0375,2.9159E-12,1.216,2.54663E-08,3.47702E-09,2.2814E-11,168.53746, fsrq 
880,3FGL J2031.8+1223,2.4451,999.4589,7.1115E-13,1.381,1.36508E-08,3.37286E-09,2.69085E-11,66.028938, bll 
881,3FGL J2035.3+1055,2.4679,1074.6718,4.5571E-12,3.284,3.07455E-08,8.94877E-09,2.6049E-11,246.066223, fsrq 
882,3FGL J2036.4+6551,2.0108,131.4303,7.3772E-14,1.77,4.11785E-09,1.23134E-09,4.03117E-11,52.490398, bll 
883,3FGL J2036.8-2830,2.5774,293,2.474E-12,0.337,8.17345E-09,2.14315E-09,9.34638E-12,68.82859, fsrq 
884,3FGL J2039.0-1047,1.8432,193.0998,2.2199E-12,4.268,4.77426E-09,5.22358E-09,1.26835E-10,105.564224, bll 
885,3FGL J2041.7-3732,1.7846,88.5178,1.2793E-14,0.492,2.26282E-10,9.68159E-10,5.22009E-11,41.085621, bll 
886,3FGL J2042.1+2428,1.867,70.3164,3.157E-14,0.058,6.1173E-09,4.72531E-10,6.87725E-11,51.566269, bll 
887,3FGL J2050.2+0409,2.0669,565.6187,1.6095E-13,1.824,1.3624E-09,1.30556E-09,2.66351E-11,38.193287, bll 
888,3FGL J2055.0+0016,1.733,57.1255,1.1056E-14,1,7.65208E-13,1.04613E-09,5.01392E-11,37.430344, bll 
889,3FGL J2055.2-0019,1.6248,41.0377,1.1121E-14,1.564,5.29964E-12,2.52831E-10,7.11165E-11,44.73769, bll 
890,3FGL J2056.2-4714,2.2647,2138,1.0966E-10,5.749,1.09042E-07,3.24869E-08,1.10548E-10,1130.559204, fsrq 
891,3FGL J2108.6-0250,1.9379,127.2213,1.9166E-14,1.65,6.35939E-12,3.44374E-10,2.4805E-11,40.602276, bll 
892,3FGL J2110.0+0812,2.3253,77.462,1.4996E-12,2.363,1.66682E-08,2.51907E-09,1.17367E-11,94.642159, fsrq 
893,3FGL J2110.3-1013,2.7119,1193.7224,8.382E-12,2.508,1.35099E-08,3.57418E-09,9.76319E-15,47.738468, fsrq 
894,3FGL J2115.4+2933,2.3726,755.7915,2.3035E-12,1.718,2.51684E-08,4.89196E-09,9.57206E-11,66.549286, fsrq 
895,3FGL J2116.1+3339,1.9075,116.2786,9.0097E-13,2.32,1.51942E-08,6.59665E-09,3.40426E-10,203.122299, bll 
896,3FGL J2118.4+0013,1.9386,148.5595,1.855E-14,0.569,1.95399E-11,9.05846E-10,3.47654E-11,55.139954, fsrq 
897,3FGL J2121.0+1901,2.1583,698.2217,2.3926E-12,2.589,2.14E-08,6.68867E-09,6.73195E-11,58.731857, fsrq 
898,3FGL J2123.6+0533,2.1721,794.1484,2.4843E-13,1.291,2.24001E-09,1.85525E-09,2.74733E-11,58.61462, fsrq 
899,3FGL J2126.5-4605,2.5023,1520,2.3357E-11,3.041,4.27707E-08,1.0925E-08,1.59914E-11,576.827026, fsrq 
900,3FGL J2127.7+3612,1.8991,191.8178,1.4412E-13,1.845,5.15866E-09,2.17558E-09,1.17683E-10,46.626198, bll 
901,3FGL J2130.8-2745,1.6986,37.4648,2.5311E-14,2.728,8.91959E-14,1.14386E-11,4.73289E-11,40.636673, bll 
902,3FGL J2131.5-0915,2.0244,43.6148,1.9735E-13,1.471,6.89492E-09,2.66276E-09,1.15653E-10,53.738846, bll 
903,3FGL J2131.8-2516,2.0132,11.0039,5.1588E-14,0.226,2.24729E-09,7.09546E-10,3.08771E-11,42.99514, bll 
904,3FGL J2134.1-0152,2.2075,1690.5479,1.2544E-12,2.318,1.03525E-08,4.1423E-09,2.85627E-11,196.303558, bll 
905,3FGL J2135.3-5008,2.4698,342.5,2.0262E-12,1.967,1.64045E-08,4.44128E-09,3.50215E-12,73.452354, fsrq 
906,3FGL J2139.4-4235,1.9592,78,9.2868E-12,4.204,2.52381E-08,1.06071E-08,1.70076E-10,241.075684, bll 
907,3FGL J2141.7-3734,2.5915,397.4214,3.3069E-12,0.741,1.05297E-08,3.06719E-09,9.80784E-12,89.950188, fsrq 
908,3FGL J2143.1-3928,2.073,143.3307,1.1939E-13,1.289,6.00988E-09,1.39068E-09,5.52472E-11,65.743927, bll 
909,3FGL J2143.5+1744,2.4037,651.9304,1.2568E-10,3.85,1.08262E-07,2.57133E-08,6.30489E-11,438.04007, fsrq 
910,3FGL J2144.9-3356,2.2952,94.0753,2.95E-12,2.076,1.24948E-08,5.16557E-09,2.58554E-11,270.337494, fsrq 
911,3FGL J2146.6-1344,1.6635,22.9509,5.6212E-14,3.079,8.79353E-13,2.34104E-10,1.65575E-10,54.564125, bll 
912,3FGL J2146.7-1527,2.4585,732.9674,9.6117E-13,1.449,6.85734E-09,2.29255E-09,1.79989E-11,70.349945, fsrq 
913,3FGL J2147.2+0929,2.377,959.9423,5.5483E-11,4.088,5.33732E-08,1.57618E-08,3.15572E-11,616.188293, fsrq 
914,3FGL J2147.3-7536,2.3409,490,1.7172E-10,4.652,1.16277E-07,2.815E-08,7.73466E-11,2239.424805, fsrq 
915,3FGL J2149.7+0323,2.1506,100.0639,3.1441E-13,0.702,7.35134E-09,1.61321E-09,2.24808E-11,67.307236, bll 
916,3FGL J2150.2-1411,1.8286,68.4103,3.3379E-14,0.301,4.14747E-09,1.02193E-09,4.52291E-11,66.018295, bll 
917,3FGL J2151.6-2744,2.5124,547,1.0132E-12,1.529,2.42512E-09,2.31144E-09,6.03693E-12,54.655495, fsrq 
918,3FGL J2151.8-3025,2.6101,1243.6667,2.0315E-10,6.106,8.0029E-08,1.21644E-08,1.13618E-14,598.957275, fsrq 
919,3FGL J2152.4+1735,2.0514,681.0647,2.8108E-14,1.355,6.0783E-09,3.58906E-10,1.35337E-11,30.336119, bll 
920,3FGL J2152.9-0045,1.9477,24.835,2.5807E-14,0.1,3.44654E-09,3.08071E-10,5.88957E-11,29.572239, bll 
921,3FGL J2154.0-1137,2.4888,92.5761,4.3248E-12,2.6,1.62494E-08,4.44601E-09,4.35407E-16,130.69339, fsrq 
922,3FGL J2156.9-0855,1.9016,21.9007,3.6168E-14,1.142,2.06329E-14,2.36889E-11,3.73351E-11,44.164982, bll 
923,3FGL J2157.5+3126,2.1151,423.8568,2.8634E-11,6.152,5.61927E-08,2.09623E-08,8.17642E-11,1010.49176, fsrq 
924,3FGL J2158.0-1501,2.2694,3021.2351,1.452E-12,0.287,1.4966E-08,3.64201E-09,6.65188E-11,118.367966, fsrq 
925,3FGL J2158.8-3013,1.7503,490.2579,2.2037E-11,2.867,6.46908E-08,3.61648E-08,2.39804E-09,618.502136, bll 
926,3FGL J2159.8+1025,2.6319,255.7247,1.5642E-12,0.743,1.23163E-08,1.19833E-09,8.78192E-14,48.040661, bll 
927,3FGL J2200.2+2139,1.9774,209.5453,1.6624E-14,0.103,5.15926E-09,2.12333E-10,3.673E-11,35.499828, bll 
928,3FGL J2202.4-8339,2.4296,1100,6.9036E-12,5.157,3.43564E-08,9.67291E-09,2.48427E-12,377.103882, fsrq 
929,3FGL J2202.7+4217,2.1611,6051.4805,2.2654E-10,3.73,2.03095E-07,5.94818E-08,5.75599E-10,2340.217041, bll 
930,3FGL J2203.4+1725,2.1523,592.8042,3.6486E-11,3.061,5.19627E-08,1.73655E-08,1.8148E-10,499.439392, fsrq 
931,3FGL J2203.7+3143,3.0657,2879.3528,1.3565E-11,0.076,1.83664E-08,2.77275E-09,6.67503E-15,62.918316, fsrq 
932,3FGL J2204.4+0439,2.1241,467.534,1.68E-13,0.863,5.26533E-10,1.22063E-09,4.66911E-11,59.895676, bll 
933,3FGL J2206.9-0031,2.2485,152.3624,6.195E-13,1.291,4.88451E-09,2.25545E-09,1.79153E-11,67.644592, bll 
934,3FGL J2207.8-5345,2.5834,1799,8.6379E-12,0.237,2.43274E-08,3.92569E-09,1.41208E-11,192.082413, fsrq 
935,3FGL J2212.0+2355,2.2123,557.0844,7.9523E-13,1.395,1.10555E-08,3.43517E-09,5.59498E-11,57.050697, fsrq 
936,3FGL J2213.1-2532,2.5471,1210.2726,3.5093E-12,1.118,1.07359E-08,2.59526E-09,2.26012E-16,72.325783, fsrq 
937,3FGL J2217.0+2421,2.2151,528.3699,6.4432E-13,1.902,1.15425E-08,3.34815E-09,5.61133E-11,31.386583, bll 
938,3FGL J2219.2+1806,2.5046,159.2704,1.0807E-12,0.509,7.93999E-09,2.2305E-09,1.00407E-11,71.318237, fsrq 
939,3FGL J2221.6-5225,1.9264,25.4,1.6042E-13,0.167,5.28721E-09,1.73759E-09,8.64685E-11,43.443455, bll 
940,3FGL J2222.3-3500,2.372,850.4194,3.9398E-13,0.436,3.46786E-09,8.55595E-10,1.74373E-11,111.883041, fsrq 
941,3FGL J2224.6-1122,2.4461,558.9333,8.0453E-13,0.142,9.15079E-09,1.58778E-09,4.29496E-14,40.918484, bll 
942,3FGL J2225.8-0454,2.3586,7411.6563,7.6769E-12,2.929,2.79043E-08,9.11253E-09,3.05259E-11,96.39254, fsrq 
943,3FGL J2227.8+0040,2.1365,101.6766,4.4671E-13,3.021,5.9928E-10,2.83228E-09,1.00932E-11,42.587868, bll 
944,3FGL J2229.7-0833,2.3887,968.8536,1.5299E-10,5.02,9.87814E-08,2.16117E-08,1.36474E-11,593.775452, fsrq 
945,3FGL J2230.6-4419,2.5724,472,1.2523E-12,0.542,6.32684E-09,1.34233E-09,2.81396E-12,48.502686, fsrq 
946,3FGL J2232.5+1143,2.3392,7202.083,1.6762E-10,6.001,1.24392E-07,3.03074E-08,6.55115E-11,1602.278687, fsrq 
947,3FGL J2235.3-4835,2.4877,1216,4.2091E-12,1.968,1.49677E-08,4.20263E-09,2.33301E-15,107.666786, fsrq 
948,3FGL J2236.0-1706,2.13,309.3087,8.1774E-14,0.279,2.29512E-09,6.66293E-10,2.22891E-11,48.804333, fsrq 
949,3FGL J2236.0-3629,2.2012,68.3355,8.6524E-13,1.552,7.80345E-09,3.10104E-09,3.60599E-11,87.343964, bll 
950,3FGL J2236.3+2829,2.1154,1103.4456,4.1395E-11,4.665,4.83051E-08,1.58625E-08,8.24289E-11,808.146179, bll 
951,3FGL J2236.5-1432,2.0432,542.2985,2.6815E-11,4.545,5.10903E-08,2.0615E-08,2.6321E-10,3531.452637, bll 
952,3FGL J2237.1-3921,2.2339,175.0329,5.1929E-13,0.667,8.02472E-09,2.19308E-09,3.51967E-11,203.117264, fsrq 
953,3FGL J2240.9+4121,2.2022,336.2502,6.0642E-14,0.898,8.68543E-09,2.13686E-09,2.56473E-11,42.9617, bll 
954,3FGL J2243.4-2541,2.2748,1102.6884,3.46E-12,2.038,2.03998E-08,5.87037E-09,2.96231E-11,69.464607, bll 
955,3FGL J2243.6-1230,2.1405,10.6755,8.1616E-14,1.425,7.3788E-09,1.6545E-09,4.31053E-11,44.915146, bll 
956,3FGL J2243.9+2021,1.7898,109.0454,8.236E-13,3.277,1.17532E-08,5.71222E-09,5.71241E-10,59.123531, bll 
957,3FGL J2244.1+4057,2.2892,226.8471,1.2376E-12,2.315,1.3603E-08,6.47425E-09,5.99136E-11,308.029602, bll 
958,3FGL J2247.8+4413,1.7956,71.3426,1.812E-14,1.413,3.58675E-09,7.82711E-10,9.28841E-11,52.111061, bll 
959,3FGL J2248.6-3235,2.8221,708.0651,6.2629E-12,1.27,1.10222E-08,2.11278E-09,2.8082E-15,55.250988, fsrq 
960,3FGL J2250.1+3825,1.9123,104.0469,1.4567E-13,1.149,1.09252E-08,2.09834E-09,1.21439E-10,52.417179, bll 
961,3FGL J2251.9+4031,2.2492,92.0641,6.5636E-13,0.74,1.32556E-08,2.8148E-09,2.78385E-11,58.682957, bll 
962,3FGL J2254.0+1403,2.2405,11.7526,6.0162E-14,0.589,9.16035E-09,1.6551E-09,3.93963E-11,59.379551, bll 
963,3FGL J2254.0+1608,1.6346,12657,1.3312E-09,18.208,1.76353E-06,5.04966E-07,1.09091E-09,60733.92188, fsrq 
964,3FGL J2255.1+2411,2.0193,81.8421,1.5879E-13,0.739,3.88207E-09,1.376E-09,6.28897E-11,103.264755, bll 
965,3FGL J2256.7-2011,2.0925,345.2444,5.562E-13,0.553,7.27669E-09,2.6859E-09,5.3434E-11,38.413673, bll 
966,3FGL J2258.0-2759,2.1731,1249.0322,6.0026E-11,7.535,6.74885E-08,2.11229E-08,2.57708E-11,826.285461, fsrq 
967,3FGL J2258.3-5526,2.3109,85.2,1.9624E-13,1.324,7.24151E-09,1.22191E-09,2.51318E-11,47.117138, bll 
968,3FGL J2300.3+3136,1.85,68.1072,1.2252E-13,3.185,4.14089E-09,9.92881E-10,7.74932E-11,70.495804, bll 
969,3FGL J2304.6+3704,1.8173,23.0538,4.0483E-14,1.596,7.73291E-09,1.7067E-09,1.37756E-10,64.133507, bll 
970,3FGL J2307.4-1208,1.7716,7.2755,1.2117E-14,0.638,1.00927E-10,7.3273E-10,6.81284E-11,30.884064, bll 
971,3FGL J2307.7+1449,2.2385,109.4699,7.1658E-13,1.275,1.21492E-08,3.3745E-09,7.5514E-11,50.811844, bll 
972,3FGL J2311.0+0204,2.2712,62.568,4.2113E-13,0.286,2.87404E-09,2.2041E-09,3.86702E-11,77.353554, bll 
973,3FGL J2311.0+3425,2.1916,979.7087,7.9885E-11,5.57,7.81558E-08,2.26873E-08,6.35748E-11,1901.737549, fsrq 
974,3FGL J2314.0+1443,1.7579,41.1417,2.9081E-14,0.351,7.57606E-10,7.30099E-10,1.17473E-10,47.386639, bll 
975,3FGL J2315.7-5018,2.1905,233,3.7436E-13,1.939,2.26433E-11,1.72403E-09,8.45891E-12,41.219799, bll 
976,3FGL J2319.2-4207,2.0951,911.6,1.118E-13,0.486,2.57625E-09,1.38964E-09,4.30446E-11,50.672623, bll 
977,3FGL J2321.9+2732,2.2824,1318.4149,9.8122E-13,0.043,1.1112E-08,2.17856E-09,4.08387E-11,44.064014, fsrq 
978,3FGL J2321.9+3204,2.0703,253.3633,9.3963E-12,4.17,1.67736E-08,7.45694E-09,4.38819E-11,426.632812, fsrq 
979,3FGL J2322.5+3436,1.4386,95.801,2.5909E-15,2.073,6.08396E-10,1.06312E-09,6.01841E-11,35.324745, bll 
980,3FGL J2323.5-0315,2.1566,928.4863,2.8678E-11,3.94,3.65695E-08,1.24451E-08,6.00155E-11,370.648285, fsrq 
981,3FGL J2323.9+4211,1.8876,11.5627,3.1299E-13,1.308,1.06885E-08,2.90135E-09,2.24072E-10,114.104935, bll 
982,3FGL J2324.7-4040,1.7559,50.5,1.0043E-13,2.342,9.07372E-09,1.56556E-09,2.19178E-10,41.317905, bll 
